"canonicalName","acceptedNameUsage","NSL","GBIF","OBSERVATION_TOT","SPECIMEN_TOT","GlobalFungi","synonym_canonicalNames","GSMc","UNITE"
"Cortinarius variecolor","Cortinarius variecolor (Pers.) Fr.","yes",NA,0,0,NA,"Agaricus variecolor, Cortinarius nemorensis, Cortinarius variecolor",NA,NA
"Cortinarius varius","Cortinarius varius",NA,NA,NA,NA,NA,NA,"yes","yes"
"Cortinarius venetus","Cortinarius venetus (Fr.) Fr.","yes",NA,0,0,NA,"Cortinarius venetus",NA,"yes"
"Cortinarius verona-brunneus","Cortinarius verona-brunneus",NA,"yes",3,6,NA,"Cortinarius verona-brunneus",NA,NA
"Cortinarius veronabrunneus","Cortinarius veronabrunneus Cleland & J.R.Harris","yes",NA,0,0,NA,"Cortinarius veronabrunneus",NA,NA
"Cortinarius veronicae","Cortinarius veronicae",NA,"yes",0,1,NA,"Cortinarius veronicae",NA,"yes"
"Cortinarius veronicoides","Cortinarius veronicoides Gasparini","yes","yes",0,4,NA,"Cortinarius veronicoides",NA,"yes"
"Cortinarius vibratilis","Cortinarius vibratilis (Fr.) Fr.","yes",NA,0,0,"yes","Agaricus vibratilis, Cortinarius vibratilis",NA,"yes"
"Cortinarius victoriaensis","Cortinarius victoriaensis Liimat.","yes",NA,0,0,NA,"Cortinarius victoriaensis",NA,NA
"Cortinarius vinaceocinereus","Cortinarius vinaceocinereus Cleland","yes","yes",2,11,NA,"Cortinarius vinaceocinereus",NA,NA
"Cortinarius vinaceolamellatus","Cortinarius vinaceolamellatus Cleland","yes","yes",8,22,NA,"Cortinarius vinaceolamellatus","yes","yes"
"Cortinarius vinicolor","Cortinarius vinicolor",NA,"yes",0,1,NA,"Cortinarius vinicolor",NA,NA
"Cortinarius vinosipes","Cortinarius vinosipes Gasparini","yes","yes",9,14,NA,"Cortinarius vinosipes",NA,"yes"
"Cortinarius violaceo-hinnuleus","Cortinarius violaceo-hinnuleus",NA,"yes",0,3,NA,"Cortinarius violaceo-hinnuleus",NA,NA
"Cortinarius violaceohinnuleus","Cortinarius violaceohinnuleus Cleland & J.R.Harris","yes",NA,0,0,NA,"Cortinarius violaceohinnuleus",NA,NA
"Cortinarius violaceus","Cortinarius violaceus (L.) Gray","yes","yes",14,14,NA,"Agaricus violaceus, Cortinarius violaceus",NA,"yes"
"Cortinarius viscoviridis","Cortinarius viscoviridis",NA,"yes",0,1,NA,"Cortinarius viscoviridis",NA,"yes"
"Cortinarius waiporianus","Cortinarius waiporianus",NA,NA,0,0,"yes","Cortinarius waiporianus",NA,"yes"
"Cortinarius walkeri","Cortinarius walkeri Cooke & Massee","yes","yes",0,7,NA,"Cortinarius walkeri",NA,NA
"Cortinarius walpolensis","Cortinarius walpolensis A.A.Francis & Bougher","yes","yes",0,16,"yes","Cortinarius walpolensis",NA,"yes"
"Cortinarius wirrabara","Cortinarius wirrabara Gasparini","yes","yes",0,3,NA,"Cortinarius wirrabara",NA,"yes"
"Cortinarius xenosma","Cortinarius xenosma",NA,"yes",0,1,"yes","Cortinarius xenosma","yes","yes"
"Cortinarius xenosmatoides","Cortinarius xenosmatoides",NA,NA,0,0,"yes","Cortinarius xenosmatoides",NA,"yes"
"Cortinarius yerillus","Cortinarius yerillus Grgur.","yes",NA,0,0,NA,"Cortinarius yerillus",NA,NA
"Craterellus aureus","Craterellus aureus Berk. & M.A.Curtis","yes",NA,0,0,NA,"Craterellus aureus",NA,"yes"
"Craterellus australis","Craterellus australis (Cleland & Cheel) Grgur.","yes",NA,0,0,NA,"Craterellus australis",NA,NA
"Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","yes","yes",169,43,NA,"Cantharellus cornucopioides, Craterellus cornucopioides, Peziza cornucopioides",NA,"yes"
"Craterellus lutescens","Craterellus lutescens",NA,"yes",0,1,NA,"Craterellus lutescens",NA,"yes"
"Craterellus multiplex","Craterellus multiplex","yes",NA,0,0,NA,"Craterellus multiplex",NA,NA
"Craterellus tubaeformis","Craterellus tubaeformis (Fr.) Quél.","yes","yes",0,4,NA,"Cantharellus infundibuliformis, Cantharellus tubaeformis, Craterellus tubaeformis",NA,"yes"
"Craterellus undulatus","Craterellus undulatus",NA,"yes",13,3,NA,"Craterellus undulatus",NA,"yes"
"Crocinoboletus laetissimus","Crocinoboletus laetissimus",NA,"yes",0,7,NA,"Crocinoboletus laetissimus",NA,NA
"Crocinoboletus rufoaureus","Crocinoboletus rufoaureus",NA,"yes",0,5,NA,"Crocinoboletus rufoaureus",NA,NA
"Cyanoboletus pulverulentus","Cyanoboletus pulverulentus",NA,"yes",1,0,NA,"Cyanoboletus pulverulentus",NA,"yes"
"Cystangium balpineum","Cystangium balpineum Grgur.","yes",NA,0,0,NA,"Cystangium balpineum",NA,NA
"Cystangium bisporum","Cystangium bisporum T.Lebel","yes",NA,0,0,NA,"Cystangium bisporum",NA,NA
"Cystangium clavatum","Cystangium clavatum T.Lebel","yes",NA,0,0,NA,"Cystangium clavatum",NA,NA
"Cystangium flavovirens","Cystangium flavovirens T.Lebel","yes",NA,0,0,NA,"Cystangium flavovirens",NA,NA
"Cystangium luteobrunneum","Cystangium luteobrunneum T.Lebel","yes",NA,0,0,NA,"Cystangium luteobrunneum",NA,NA
"Cystangium macrocystidium","Cystangium macrocystidium T.Lebel","yes",NA,0,0,NA,"Cystangium macrocystidium",NA,NA
"Cystangium megasporum","Cystangium megasporum (Rodway) T.Lebel & Castellano","yes",NA,0,0,NA,"Cystangium megasporum, Gymnomyces megasporus, Octaviania megaspora",NA,NA
"Cystangium nothofagi","Cystangium nothofagi",NA,NA,0,0,"yes","Cystangium nothofagi","yes","yes"
"Cystangium phymatodisporum","Cystangium phymatodisporum G.W.Beaton, Pegler & T.W.K.Young","yes",NA,0,0,NA,"Cystangium phymatodisporum",NA,NA
"Cystangium pisiglareum","Cystangium pisiglareum T.Lebel","yes",NA,0,0,NA,"Cystangium pisiglareum",NA,NA
"Cystangium polychromum","Cystangium polychromum Trappe & Claridge","yes",NA,0,0,NA,"Cystangium polychromum",NA,NA
"Cystangium rodwayi","Cystangium rodwayi (Massee) A.H.Sm.","yes",NA,0,0,NA,"Cystangium rodwayi, Elasmomyces rodwayi, Secotium rodwayi",NA,NA
"Cystangium seminudum","Cystangium seminudum (Massee & Rodway) T.Lebel & Castellano","yes",NA,0,0,NA,"Arcangeliella seminuda, Cystangium seminudum, Gymnomyces seminudus, Gymnomyces solidus, Octaviania seminuda","yes",NA
"Cystangium sessile","Cystangium sessile (Massee & Rodway) Singer & A.H.Sm.","yes",NA,0,0,NA,"Cystangium sessile, Elasmomyces sessilis, Secotium sessile",NA,"yes"
"Cystangium shultziae","Cystangium shultziae T.Lebel","yes",NA,0,0,NA,"Cystangium shultziae",NA,NA
"Cystangium sparsum","Cystangium sparsum T.Lebel","yes",NA,0,0,NA,"Cystangium sparsum",NA,NA
"Cystangium theodoroui","Cystangium theodoroui T.Lebel","yes",NA,0,0,NA,"Cystangium theodoroui",NA,NA
"Cystangium trappei","Cystangium trappei T.Lebel","yes",NA,0,0,NA,"Cystangium trappei",NA,NA
"Cystangium xanthocarpum","Cystangium xanthocarpum T.Lebel","yes",NA,0,0,NA,"Cystangium xanthocarpum",NA,NA
"Densospora nanospora","Densospora nanospora McGee","yes","yes",0,3,NA,"Densospora nanospora",NA,NA
"Densospora nuda","Densospora nuda McGee","yes","yes",0,8,NA,"Densospora nuda",NA,NA
"Densospora solicarpa","Densospora solicarpa McGee","yes","yes",0,10,NA,"Densospora solicarpa",NA,NA
"Densospora tubaeformis","Densospora tubaeformis (P.A.Tandy) McGee","yes",NA,0,0,NA,"Densospora tubaeformis, Glomus tubaeformis",NA,NA
"Densospora tubiformis","Densospora tubiformis",NA,"yes",0,8,NA,"Densospora tubiformis",NA,NA
"Dermocybe alienata","Dermocybe alienata",NA,NA,NA,NA,NA,NA,"yes",NA
"Dermocybe canaria","Dermocybe canaria E.Horak","yes",NA,0,0,NA,"Dermocybe canaria",NA,NA
"Dermocybe cramesina","Dermocybe cramesina E.Horak","yes",NA,0,0,NA,"Dermocybe cramesina",NA,NA
"Dermocybe kula","Dermocybe kula Grgur.","yes",NA,0,0,NA,"Dermocybe kula",NA,NA
"Dermocybe semisanguinea","Dermocybe semisanguinea (Fr.) M.M.Moser","yes",NA,0,0,NA,"Dermocybe semisanguinea",NA,NA
"Descolea alba","Descolea alba",NA,"yes",49,294,NA,"Descolea alba",NA,NA
"Descolea albella","Descolea albella",NA,"yes",9,350,NA,"Descolea albella",NA,NA
"Descolea alienata","Descolea alienata E.Horak & Desjardin","yes",NA,0,0,NA,"Descolea alienata",NA,NA
"Descolea angustispora","Descolea angustispora",NA,"yes",0,139,NA,"Descolea angustispora",NA,NA
"Descolea antarctica","Descolea antarctica",NA,NA,0,0,"yes","Descolea antarctica",NA,"yes"
"Descolea australiensis","Descolea australiensis",NA,"yes",15,61,NA,"Descolea australiensis",NA,NA
"Descolea ferruginea","Descolea ferruginea",NA,"yes",0,12,NA,"Descolea ferruginea",NA,NA
"Descolea giachinii","Descolea giachinii",NA,"yes",0,15,NA,"Descolea giachinii",NA,NA
"Descolea gunnii","Descolea gunnii (Berk. ex Massee) E.Horak","yes","yes",0,7,NA,"Descolea gunnii, Gymnoglossum gunnii, Secotium gunnii","yes","yes"
"Descolea macrospora","Descolea macrospora",NA,"yes",0,10,NA,"Descolea macrospora",NA,NA
"Descolea maculata","Descolea maculata Bougher","yes","yes",17,66,"yes","Descolea maculata",NA,"yes"
"Descolea phlebophora","Descolea phlebophora E.Horak","yes","yes",220,25,"yes","Descolea phlebophora",NA,"yes"
"Descolea recedens","Descolea recedens (Cooke & Massee) Singer","yes","yes",1713,84,"yes","Agaricus recedens, Descolea recedens, Pholiota recedens, Pholiotina recedens","yes","yes"
"Descolea reticulata","Descolea reticulata",NA,"yes",0,2,NA,"Descolea reticulata",NA,NA
"Descolea subtropica","Descolea subtropica",NA,"yes",0,4,NA,"Descolea subtropica",NA,NA
"Descomyces albellus","Descomyces albellus (Massee & Rodway) Bougher & Castellano","yes",NA,0,0,NA,"Descomyces albellus, Hymenogaster albellus, Hymenogaster maidenii, Hymenogaster zeylanicus, Hysterangium maidenii",NA,"yes"
"Descomyces albus","Descomyces albus (Klotzsch) Bougher & Castellano","yes",NA,0,0,"yes","Descomyces albus, Hymenangium album, Hymenogaster albus, Hymenogaster klotzschii, Hymenogaster maurus, Hymenogaster weibelianus",NA,"yes"
"Descomyces angustisporus","Descomyces angustisporus A.A.Francis & Bougher","yes",NA,0,0,"yes","Descomyces angustisporus",NA,"yes"
"Descomyces giachinii","Descomyces giachinii Trappe, V.L.Oliveira, Castellano & Claridge","yes",NA,0,0,NA,"Descomyces giachinii",NA,NA
"Dingleya geometrica","Dingleya geometrica Trappe, Castellano & Malajczuk","yes","yes",0,11,"yes","Dingleya geometrica",NA,"yes"
"Dingleya phymatodea","Dingleya phymatodea (Minter & B.C.Zhang) Trappe, Castellano & Malajczuk","yes",NA,0,0,NA,"Dingleya phymatodea, Labyrinthomyces phymatodeus",NA,NA
"Dingleya tectiascus","Dingleya tectiascus Trappe, Castellano & Malajczuk","yes",NA,0,0,NA,"Dingleya tectiascus",NA,NA
"Dingleya tessellata","Dingleya tessellata (G.W.Beaton & Weste) Trappe, Castellano & Malajczuk","yes","yes",1,18,NA,"Dingleya tessellata, Labyrinthomyces tessellatus",NA,NA
"Dingleya turbinata","Dingleya turbinata",NA,"yes",0,1,NA,"Dingleya turbinata",NA,NA
"Dingleya verrucosa","Dingleya verrucosa Trappe","yes","yes",0,1,NA,"Dingleya verrucosa",NA,NA
"Discinella terrestris","Discinella terrestris",NA,NA,NA,NA,NA,NA,"yes",NA
"Elaphomyces aurantius","Elaphomyces aurantius Castellano, Trappe & Vernes","yes","yes",0,3,NA,"Elaphomyces aurantius, Elaphomyces citrinus",NA,NA
"Elaphomyces austrogranulatus","Elaphomyces austrogranulatus Castellano, Trappe & Vernes","yes","yes",0,19,NA,"Elaphomyces austrogranulatus",NA,NA
"Elaphomyces borealis","Elaphomyces borealis",NA,NA,0,0,"yes","Elaphomyces borealis",NA,"yes"
"Elaphomyces chlorocarpus","Elaphomyces chlorocarpus Castellano, Trappe & T.Lebel","yes","yes",0,10,NA,"Elaphomyces chlorocarpus",NA,NA
"Elaphomyces citrinus","Elaphomyces citrinus Vittad.","yes",NA,0,0,NA,"Elaphomyces citrinus",NA,"yes"
"Elaphomyces cooloolanus","Elaphomyces cooloolanus Castellano, Trappe & Vernes","yes","yes",0,1,NA,"Elaphomyces cooloolanus",NA,NA
"Elaphomyces coralloideus","Elaphomyces coralloideus Castellano, Trappe & Vernes","yes","yes",0,5,NA,"Elaphomyces coralloideus",NA,NA
"Elaphomyces favosus","Elaphomyces favosus",NA,NA,NA,NA,NA,NA,"yes","yes"
"Elaphomyces granulatus","Elaphomyces granulatus",NA,"yes",7,3,NA,"Elaphomyces granulatus","yes","yes"
"Elaphomyces iuppitercellus","Elaphomyces iuppitercellus",NA,NA,NA,NA,NA,NA,"yes","yes"
"Elaphomyces labyrinthinus","Elaphomyces labyrinthinus",NA,NA,0,0,"yes","Elaphomyces labyrinthinus","yes","yes"
"Elaphomyces laetiluteus","Elaphomyces laetiluteus Castellano, Trappe & Vernes","yes","yes",0,2,NA,"Elaphomyces laetiluteus",NA,NA
"Elaphomyces leveillei","Elaphomyces leveillei Tul. & C.Tul.","yes",NA,0,0,NA,"Elaphomyces leveillei",NA,"yes"
"Elaphomyces morettii","Elaphomyces morettii",NA,NA,NA,NA,NA,NA,"yes","yes"
"Elaphomyces muricatus","Elaphomyces muricatus",NA,"yes",0,1,NA,"Elaphomyces muricatus",NA,"yes"
"Elaphomyces nothofagi","Elaphomyces nothofagi Castellano, Trappe & Vernes","yes",NA,0,0,NA,"Elaphomyces nothofagi",NA,NA
"Elaphomyces pedicellaris","Elaphomyces pedicellaris Castellano, Trappe & Vernes","yes","yes",1,4,NA,"Elaphomyces pedicellaris",NA,NA
"Elaphomyces queenslandicus","Elaphomyces queenslandicus Castellano, Trappe & Vernes","yes","yes",0,2,NA,"Elaphomyces queenslandicus",NA,NA
"Elaphomyces rugosisporus","Elaphomyces rugosisporus Castellano, Trappe & Vernes","yes","yes",0,11,NA,"Elaphomyces rugosisporus",NA,NA
"Elaphomyces suejoyceae","Elaphomyces suejoyceae Castellano, Trappe & Vernes","yes","yes",0,11,NA,"Elaphomyces suejoyceae",NA,NA
"Elaphomyces symeae","Elaphomyces symeae Castellano, Trappe & T.Lebel","yes","yes",0,5,NA,"Elaphomyces symeae",NA,NA
"Elaphomyces timgrovei","Elaphomyces timgrovei Castellano, Trappe & Vernes","yes","yes",0,3,NA,"Elaphomyces timgrovei",NA,NA
"Entoloma atrosericeum","Entoloma atrosericeum",NA,NA,NA,NA,NA,NA,"yes","yes"
"Favillea degenerans","Favillea degenerans",NA,"yes",0,1,NA,"Favillea degenerans",NA,NA
"Fistulinella mollis","Fistulinella mollis Watling","yes","yes",783,80,NA,"Boletus mollis, Fistulinella mollis, Gastrotylopilus brunneus",NA,NA
"Fistulinella nivea","Fistulinella nivea",NA,"yes",95,104,NA,"Fistulinella nivea",NA,NA
"Fistulinella prunicolor","Fistulinella prunicolor (Cooke & Massee) Watling","yes","yes",50,38,NA,"Boletus prunicolor, Fistulinella prunicolor, Suillus prunicolor",NA,NA
"Fistulinella rhodoleuca","Fistulinella rhodoleuca",NA,"yes",1,1,NA,"Fistulinella rhodoleuca",NA,NA
"Fistulinella rodwayi","Fistulinella rodwayi (Massee) Watling","yes","yes",5,8,NA,"Boletus rodwayi, Fistulinella rodwayi",NA,NA
"Fistulinella viscida","Fistulinella viscida (McNabb) Singer","yes","yes",4,2,NA,"Fistulinella viscida","yes","yes"
"Gallacea dingleyae","Gallacea dingleyae",NA,"yes",0,1,NA,"Gallacea dingleyae",NA,NA
"Gallacea eburnea","Gallacea eburnea",NA,"yes",0,1,NA,"Gallacea eburnea",NA,NA
"Gallacea scleroderma","Gallacea scleroderma (Cooke) Lloyd","yes","yes",0,2,NA,"Gallacea scleroderma, Hysterangium obtusum, Hysterangium sclerodermum, Rhizopogon violaceus",NA,NA
"Gallacea subalpina","Gallacea subalpina Trappe & Claridge","yes","yes",0,4,NA,"Gallacea subalpina",NA,NA
"Gallacea violacea","Gallacea violacea",NA,"yes",0,1,NA,"Gallacea violacea",NA,NA
"Gastrosuillus laricinus","Gastrosuillus laricinus (Singer & Both) Thiers","yes",NA,0,0,NA,"Gastrosuillus laricinus",NA,NA
"Gautieria albida","Gautieria albida (Massee & Rodway) Zeller & C.W.Dodge","yes",NA,0,0,NA,"Gautieria albida, Hymenogaster albidus",NA,NA
"Gautieria drummondii","Gautieria drummondii Berk. ex Cooke","yes",NA,0,0,NA,"Gautieria drummondii",NA,NA
"Gautieria microspora","Gautieria microspora Rodway","yes",NA,0,0,NA,"Gautieria microspora",NA,NA
"Gautieria monospora","Gautieria monospora G.W.Beaton, Pegler & T.W.K.Young","yes","yes",0,3,NA,"Gautieria monospora",NA,NA
"Gautieria morchelliformis","Gautieria morchelliformis Vittad.","yes",NA,0,0,NA,"Gautieria morchelliformis",NA,"yes"
"Gautieria queenslandica","Gautieria queenslandica J.W.Cribb","yes","yes",0,3,NA,"Gautieria queenslandica",NA,NA
"Genabea tasmanica","Genabea tasmanica Massee & Rodway","yes",NA,0,0,NA,"Genabea tasmanica",NA,NA
"Genea eucalyptorum","Genea eucalyptorum J.W.Cribb","yes",NA,0,0,NA,"Genea eucalyptorum",NA,NA
"Genea pazschkei","Genea pazschkei Bres.","yes",NA,0,0,NA,"Genea pazschkei",NA,NA
"Geomorium australianum","Geomorium australianum (B.C.Zhang & Minter) Kraisit., Pfister & M.E.Sm.","yes","yes",0,9,NA,"Geomorium australianum, Gymnohydnotrya australiana",NA,"yes"
"Geomorium beatonii","Geomorium beatonii (Rifai) Kraisit., Pfister & M.E.Sm.","yes","yes",31,41,NA,"Geomorium beatonii, Underwoodia beatonii",NA,NA
"Geomorium echinulatum","Geomorium echinulatum (G.W.Beaton) Kraisit., Pfister & M.E.Sm.","yes","yes",0,9,NA,"Geomorium echinulatum, Gymnohydnotrya echinulata, Sphaerozone echinulatum",NA,"yes"
"Geopora clausa","Geopora clausa",NA,NA,0,0,"yes","Geopora clausa",NA,"yes"
"Gomphus floccosus","Gomphus floccosus (Schwein.) Singer","yes",NA,0,0,NA,"Cantharellus floccosus, Gomphus floccosus",NA,NA
"Gummiglobus agglutinosporus","Gummiglobus agglutinosporus (G.W.Beaton) Trappe, Castellano & Amar.","yes","yes",0,9,NA,"Gummiglobus agglutinosporus, Mesophellia agglutinospora",NA,NA
"Gummiglobus joyceae","Gummiglobus joyceae Trappe, Castellano & Amar.","yes","yes",0,61,NA,"Gummiglobus joyceae",NA,"yes"
"Gummivena potorooi","Gummivena potorooi Bougher & Trappe","yes","yes",0,10,NA,"Gummivena potorooi",NA,NA
"Gymnogaster boletoides","Gymnogaster boletoides J.W.Cribb","yes","yes",43,23,NA,"Gymnogaster boletoides","yes","yes"
"Gymnohydnotrya ellipsospora","Gymnohydnotrya ellipsospora (J.W.Cribb) B.C.Zhang & Minter","yes",NA,0,0,NA,"Gymnohydnotrya ellipsospora, Sphaerozone ellipsosporum",NA,NA
"Gymnomyces boranupensis","Gymnomyces boranupensis T.Lebel","yes",NA,0,0,NA,"Gymnomyces boranupensis",NA,NA
"Gymnomyces clelandii","Gymnomyces clelandii T.Lebel","yes",NA,0,0,NA,"Gymnomyces clelandii",NA,NA
"Gymnomyces costatisporus","Gymnomyces costatisporus T.Lebel","yes",NA,0,0,NA,"Gymnomyces costatisporus",NA,NA
"Gymnomyces eburneus","Gymnomyces eburneus T.Lebel","yes",NA,0,0,NA,"Gymnomyces eburneus",NA,NA
"Gymnomyces eildonensis","Gymnomyces eildonensis G.W.Beaton, Pegler & T.W.K.Young","yes",NA,0,0,NA,"Gymnomyces eildonensis",NA,NA
"Gymnomyces fallax","Gymnomyces fallax",NA,NA,NA,NA,NA,NA,"yes",NA
"Gymnomyces flavus","Gymnomyces flavus Rodway","yes",NA,0,0,NA,"Gymnomyces flavus",NA,NA
"Gymnomyces furcatispinus","Gymnomyces furcatispinus T.Lebel","yes",NA,0,0,NA,"Gymnomyces furcatispinus",NA,NA
"Gymnomyces glarea","Gymnomyces glarea T.Lebel","yes",NA,0,0,NA,"Gymnomyces glarea",NA,NA
"Gymnomyces longisporus","Gymnomyces longisporus T.Lebel","yes",NA,0,0,NA,"Gymnomyces longisporus",NA,NA
"Gymnomyces pallidus","Gymnomyces pallidus Massee & Rodway","yes","yes",0,1,NA,"Gymnomyces pallidus, Hydnangium hinsbyi, Octaviania hinsbyi, Octaviania pallida",NA,NA
"Gymnomyces parksii","Gymnomyces parksii",NA,NA,NA,NA,NA,NA,"yes",NA
"Gymnomyces pterospermus","Gymnomyces pterospermus T.Lebel","yes",NA,0,0,NA,"Gymnomyces pterospermus",NA,NA
"Gymnomyces redolens","Gymnomyces redolens (G.Cunn.) Pfister","yes",NA,0,0,NA,"Gymnomyces redolens, Martellia redolens, Octaviania redolens",NA,NA
"Gymnomyces rodwayi","Gymnomyces rodwayi T.Lebel","yes",NA,0,0,NA,"Gymnomyces rodwayi",NA,NA
"Gymnomyces westresii","Gymnomyces westresii T.Lebel","yes",NA,0,0,NA,"Gymnomyces westresii",NA,NA
"Gymnomyces wirrabarensis","Gymnomyces wirrabarensis Grgur.","yes",NA,0,0,NA,"Gymnomyces wirrabarensis",NA,NA
"Gymnopaxillus morchellaeformis","Gymnopaxillus morchellaeformis E.Horak","yes",NA,0,0,NA,"Gymnopaxillus morchellaeformis",NA,NA
"Gymnopaxillus nudus","Gymnopaxillus nudus Claridge, Trappe & Castellano","yes","yes",0,24,NA,"Gymnopaxillus nudus",NA,NA
"Gymnopaxillus vestitus","Gymnopaxillus vestitus Claridge, Trappe & Castellano","yes","yes",0,20,NA,"Gymnopaxillus vestitus",NA,NA
"Gyroporus allocyanescens","Gyroporus allocyanescens","yes",NA,0,0,NA,"Gyroporus allocyanescens",NA,NA
"Gyroporus australiensis","Gyroporus australiensis Davoodian, N.A.Fechner & Halling","yes","yes",3,24,NA,"Gyroporus australiensis",NA,NA
"Gyroporus austrocyanescens","Gyroporus austrocyanescens","yes",NA,0,0,NA,"Gyroporus austrocyanescens",NA,NA
"Gyroporus brunnescens","Gyroporus brunnescens Davoodian, N.A.Fechner & Halling","yes","yes",4,12,NA,"Gyroporus brunnescens",NA,NA
"Gyroporus castaneus","Gyroporus castaneus (Bull.) Quél.","yes","yes",0,6,NA,"Gyroporus castaneus",NA,"yes"
"Gyroporus cyanescens","Gyroporus cyanescens (Bull.) Quél.","yes","yes",0,33,NA,"Boletus cyanescens, Gyroporus cyanescens",NA,"yes"
"Gyroporus furvescens","Gyroporus furvescens Davoodian & Halling","yes","yes",4,6,NA,"Gyroporus furvescens",NA,NA
"Gyroporus heterosporus","Gyroporus heterosporus Heinem.","yes","yes",2,6,NA,"Gyroporus heterosporus",NA,NA
"Gyroporus mcnabbii","Gyroporus mcnabbii Davoodian, Bougher & Halling","yes","yes",30,19,NA,"Gyroporus mcnabbii",NA,NA
"Gyroporus naranjus","Gyroporus naranjus",NA,"yes",2,6,NA,"Gyroporus naranjus",NA,NA
"Gyroporus occidentalis","Gyroporus occidentalis Davoodian, Bougher & Halling","yes","yes",6,30,NA,"Gyroporus occidentalis",NA,"yes"
"Gyroporus robinsonii","Gyroporus robinsonii Davoodian","yes","yes",4,14,NA,"Gyroporus robinsonii, Gyroporus variabilis",NA,NA
"Hebeloma aanenii","Hebeloma aanenii",NA,"yes",0,1,NA,"Hebeloma aanenii",NA,NA
"Hebeloma aminophilum","Hebeloma aminophilum R.N.Hilton & O.K.Mill.","yes","yes",123,102,"yes","Hebeloma aminophilum",NA,"yes"
